t-3,t-2,t-1,t
50.0,60.0,60.0,70
60.0,60.0,70.0,40
60.0,70.0,40.0,30
70.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,60
30.0,30.0,60.0,50
30.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,70
60.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,60
40.0,40.0,60.0,50
40.0,60.0,50.0,90
60.0,50.0,90.0,90
50.0,90.0,90.0,560
90.0,90.0,560.0,410
90.0,560.0,410.0,170
560.0,410.0,170.0,110
410.0,170.0,110.0,130
170.0,110.0,130.0,140
110.0,130.0,140.0,140
130.0,140.0,140.0,140
140.0,140.0,140.0,110
140.0,140.0,110.0,140
140.0,110.0,140.0,140
110.0,140.0,140.0,140
140.0,140.0,140.0,130
140.0,140.0,130.0,120
140.0,130.0,120.0,140
130.0,120.0,140.0,120
120.0,140.0,120.0,120
140.0,120.0,120.0,140
120.0,120.0,140.0,100
120.0,140.0,100.0,70
140.0,100.0,70.0,60
100.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,60
70.0,50.0,60.0,30
50.0,60.0,30.0,40
60.0,30.0,40.0,40
30.0,40.0,40.0,60
40.0,40.0,60.0,70
40.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,30
50.0,60.0,30.0,40
60.0,30.0,40.0,20
30.0,40.0,20.0,30
40.0,20.0,30.0,40
20.0,30.0,40.0,50
30.0,40.0,50.0,60
40.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,70
40.0,60.0,70.0,60
60.0,70.0,60.0,40
70.0,60.0,40.0,90
60.0,40.0,90.0,30
40.0,90.0,30.0,30
90.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,40
40.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,30
30.0,30.0,30.0,50
30.0,30.0,50.0,60
30.0,50.0,60.0,60
50.0,60.0,60.0,40
60.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,70
50.0,50.0,70.0,40
50.0,70.0,40.0,50
70.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,40
50.0,30.0,40.0,30
30.0,40.0,30.0,40
40.0,30.0,40.0,50
30.0,40.0,50.0,60
40.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,70
50.0,40.0,70.0,80
40.0,70.0,80.0,90
70.0,80.0,90.0,100
80.0,90.0,100.0,100
90.0,100.0,100.0,120
100.0,100.0,120.0,110
100.0,120.0,110.0,320
120.0,110.0,320.0,620
110.0,320.0,620.0,450
320.0,620.0,450.0,240
620.0,450.0,240.0,100
450.0,240.0,100.0,120
240.0,100.0,120.0,130
100.0,120.0,130.0,140
120.0,130.0,140.0,140
130.0,140.0,140.0,160
140.0,140.0,160.0,110
140.0,160.0,110.0,120
160.0,110.0,120.0,130
110.0,120.0,130.0,140
120.0,130.0,140.0,130
130.0,140.0,130.0,150
140.0,130.0,150.0,140
130.0,150.0,140.0,130
150.0,140.0,130.0,120
140.0,130.0,120.0,110
130.0,120.0,110.0,80
120.0,110.0,80.0,60
110.0,80.0,60.0,40
80.0,60.0,40.0,40
60.0,40.0,40.0,50
40.0,40.0,50.0,70
40.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,30
50.0,40.0,30.0,20
40.0,30.0,20.0,40
30.0,20.0,40.0,40
20.0,40.0,40.0,60
40.0,40.0,60.0,60
40.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,60
50.0,40.0,60.0,40
40.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,80
60.0,60.0,80.0,40
60.0,80.0,40.0,290
80.0,40.0,290.0,130
40.0,290.0,130.0,330
290.0,130.0,330.0,80
130.0,330.0,80.0,280
330.0,80.0,280.0,150
80.0,280.0,150.0,60
280.0,150.0,60.0,70
150.0,60.0,70.0,50
60.0,70.0,50.0,110
70.0,50.0,110.0,410
50.0,110.0,410.0,160
110.0,410.0,160.0,70
410.0,160.0,70.0,80
160.0,70.0,80.0,60
70.0,80.0,60.0,100
80.0,60.0,100.0,80
60.0,100.0,80.0,60
100.0,80.0,60.0,80
80.0,60.0,80.0,60
60.0,80.0,60.0,60
80.0,60.0,60.0,80
60.0,60.0,80.0,100
60.0,80.0,100.0,80
80.0,100.0,80.0,110
100.0,80.0,110.0,60
80.0,110.0,60.0,40
110.0,60.0,40.0,40
60.0,40.0,40.0,60
40.0,40.0,60.0,70
40.0,60.0,70.0,90
60.0,70.0,90.0,100
70.0,90.0,100.0,100
90.0,100.0,100.0,50
100.0,100.0,50.0,50
100.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,80
60.0,60.0,80.0,90
60.0,80.0,90.0,90
80.0,90.0,90.0,90
90.0,90.0,90.0,100
90.0,90.0,100.0,100
90.0,100.0,100.0,90
100.0,100.0,90.0,90
100.0,90.0,90.0,60
90.0,90.0,60.0,80
90.0,60.0,80.0,60
60.0,80.0,60.0,70
80.0,60.0,70.0,90
60.0,70.0,90.0,100
70.0,90.0,100.0,120
90.0,100.0,120.0,120
100.0,120.0,120.0,110
120.0,120.0,110.0,90
120.0,110.0,90.0,100
110.0,90.0,100.0,110
90.0,100.0,110.0,100
100.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,90
110.0,100.0,90.0,100
100.0,90.0,100.0,110
90.0,100.0,110.0,100
100.0,110.0,100.0,190
110.0,100.0,190.0,210
100.0,190.0,210.0,140
190.0,210.0,140.0,100
210.0,140.0,100.0,120
140.0,100.0,120.0,90
100.0,120.0,90.0,200
120.0,90.0,200.0,140
90.0,200.0,140.0,100
200.0,140.0,100.0,120
140.0,100.0,120.0,130
100.0,120.0,130.0,150
120.0,130.0,150.0,140
130.0,150.0,140.0,120
150.0,140.0,120.0,140
140.0,120.0,140.0,120
120.0,140.0,120.0,110
140.0,120.0,110.0,90
120.0,110.0,90.0,90
110.0,90.0,90.0,90
90.0,90.0,90.0,90
90.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,60
80.0,80.0,60.0,70
80.0,60.0,70.0,50
60.0,70.0,50.0,80
70.0,50.0,80.0,50
50.0,80.0,50.0,70
80.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,20
50.0,40.0,20.0,50
40.0,20.0,50.0,50
20.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,20
50.0,40.0,20.0,30
40.0,20.0,30.0,30
20.0,30.0,30.0,50
30.0,30.0,50.0,50
30.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,80
50.0,50.0,80.0,50
50.0,80.0,50.0,50
80.0,50.0,50.0,70
50.0,50.0,70.0,60
50.0,70.0,60.0,100
70.0,60.0,100.0,60
60.0,100.0,60.0,50
100.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,20
30.0,40.0,20.0,60
40.0,20.0,60.0,50
20.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,50
70.0,70.0,50.0,50
70.0,50.0,50.0,20
50.0,50.0,20.0,30
50.0,20.0,30.0,30
20.0,30.0,30.0,30
30.0,30.0,30.0,60
30.0,30.0,60.0,50
30.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,30
50.0,50.0,30.0,40
50.0,30.0,40.0,50
30.0,40.0,50.0,90
40.0,50.0,90.0,90
50.0,90.0,90.0,130
90.0,90.0,130.0,130
90.0,130.0,130.0,140
130.0,130.0,140.0,150
130.0,140.0,150.0,140
140.0,150.0,140.0,130
150.0,140.0,130.0,90
140.0,130.0,90.0,100
130.0,90.0,100.0,70
90.0,100.0,70.0,80
100.0,70.0,80.0,90
70.0,80.0,90.0,160
80.0,90.0,160.0,560
90.0,160.0,560.0,390
160.0,560.0,390.0,190
560.0,390.0,190.0,80
390.0,190.0,80.0,90
190.0,80.0,90.0,90
80.0,90.0,90.0,80
90.0,90.0,80.0,100
90.0,80.0,100.0,100
80.0,100.0,100.0,120
100.0,100.0,120.0,100
100.0,120.0,100.0,100
120.0,100.0,100.0,100
100.0,100.0,100.0,100
100.0,100.0,100.0,90
100.0,100.0,90.0,80
100.0,90.0,80.0,110
90.0,80.0,110.0,80
80.0,110.0,80.0,110
110.0,80.0,110.0,100
80.0,110.0,100.0,90
110.0,100.0,90.0,90
100.0,90.0,90.0,70
90.0,90.0,70.0,80
90.0,70.0,80.0,50
70.0,80.0,50.0,50
80.0,50.0,50.0,70
50.0,50.0,70.0,60
50.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,60
40.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,30
50.0,40.0,30.0,30
40.0,30.0,30.0,40
30.0,30.0,40.0,50
30.0,40.0,50.0,60
40.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,60
50.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,30
40.0,40.0,30.0,30
40.0,30.0,30.0,60
30.0,30.0,60.0,40
30.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,90
60.0,50.0,90.0,70
50.0,90.0,70.0,60
90.0,70.0,60.0,70
70.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,40
50.0,60.0,40.0,50
60.0,40.0,50.0,50
40.0,50.0,50.0,300
50.0,50.0,300.0,140
50.0,300.0,140.0,490
300.0,140.0,490.0,370
140.0,490.0,370.0,370
490.0,370.0,370.0,210
370.0,370.0,210.0,60
370.0,210.0,60.0,70
210.0,60.0,70.0,90
60.0,70.0,90.0,80
70.0,90.0,80.0,310
90.0,80.0,310.0,370
80.0,310.0,370.0,60
310.0,370.0,60.0,40
370.0,60.0,40.0,250
60.0,40.0,250.0,780
40.0,250.0,780.0,520
250.0,780.0,520.0,440
780.0,520.0,440.0,600
520.0,440.0,600.0,530
440.0,600.0,530.0,290
600.0,530.0,290.0,240
530.0,290.0,240.0,240
290.0,240.0,240.0,80
240.0,240.0,80.0,60
240.0,80.0,60.0,50
80.0,60.0,50.0,230
60.0,50.0,230.0,690
50.0,230.0,690.0,570
230.0,690.0,570.0,330
690.0,570.0,330.0,270
570.0,330.0,270.0,280
330.0,270.0,280.0,250
270.0,280.0,250.0,240
280.0,250.0,240.0,190
250.0,240.0,190.0,80
240.0,190.0,80.0,650
190.0,80.0,650.0,660
80.0,650.0,660.0,370
650.0,660.0,370.0,310
660.0,370.0,310.0,330
370.0,310.0,330.0,320
310.0,330.0,320.0,310
330.0,320.0,310.0,260
320.0,310.0,260.0,200
310.0,260.0,200.0,110
260.0,200.0,110.0,500
200.0,110.0,500.0,640
110.0,500.0,640.0,420
500.0,640.0,420.0,320
640.0,420.0,320.0,300
420.0,320.0,300.0,280
320.0,300.0,280.0,330
300.0,280.0,330.0,240
280.0,330.0,240.0,170
330.0,240.0,170.0,110
240.0,170.0,110.0,470
170.0,110.0,470.0,380
110.0,470.0,380.0,330
470.0,380.0,330.0,340
380.0,330.0,340.0,320
330.0,340.0,320.0,510
340.0,320.0,510.0,880
320.0,510.0,880.0,440
510.0,880.0,440.0,110
880.0,440.0,110.0,110
440.0,110.0,110.0,130
110.0,110.0,130.0,110
110.0,130.0,110.0,120
130.0,110.0,120.0,130
110.0,120.0,130.0,180
120.0,130.0,180.0,130
130.0,180.0,130.0,130
180.0,130.0,130.0,110
130.0,130.0,110.0,110
130.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,110
110.0,100.0,110.0,110
100.0,110.0,110.0,110
110.0,110.0,110.0,90
110.0,110.0,90.0,70
110.0,90.0,70.0,70
90.0,70.0,70.0,50
70.0,70.0,50.0,50
70.0,50.0,50.0,70
50.0,50.0,70.0,50
50.0,70.0,50.0,50
70.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,70
60.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,30
40.0,40.0,30.0,50
40.0,30.0,50.0,50
30.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,40
50.0,50.0,40.0,50
50.0,40.0,50.0,60
40.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,40
50.0,60.0,40.0,60
60.0,40.0,60.0,50
40.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,80
60.0,70.0,80.0,90
70.0,80.0,90.0,60
80.0,90.0,60.0,60
90.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,50
60.0,50.0,50.0,50
50.0,50.0,50.0,60
50.0,50.0,60.0,110
50.0,60.0,110.0,50
60.0,110.0,50.0,150
110.0,50.0,150.0,210
50.0,150.0,210.0,120
150.0,210.0,120.0,380
210.0,120.0,380.0,160
120.0,380.0,160.0,140
380.0,160.0,140.0,130
160.0,140.0,130.0,130
140.0,130.0,130.0,140
130.0,130.0,140.0,210
130.0,140.0,210.0,510
140.0,210.0,510.0,630
210.0,510.0,630.0,500
510.0,630.0,500.0,290
630.0,500.0,290.0,270
500.0,290.0,270.0,250
290.0,270.0,250.0,130
270.0,250.0,130.0,80
250.0,130.0,80.0,100
130.0,80.0,100.0,80
80.0,100.0,80.0,140
100.0,80.0,140.0,80
80.0,140.0,80.0,90
140.0,80.0,90.0,80
80.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,60
70.0,80.0,60.0,80
80.0,60.0,80.0,60
60.0,80.0,60.0,50
80.0,60.0,50.0,90
60.0,50.0,90.0,100
50.0,90.0,100.0,100
90.0,100.0,100.0,100
100.0,100.0,100.0,120
100.0,100.0,120.0,110
100.0,120.0,110.0,110
120.0,110.0,110.0,110
110.0,110.0,110.0,100
110.0,110.0,100.0,110
110.0,100.0,110.0,100
100.0,110.0,100.0,110
110.0,100.0,110.0,110
100.0,110.0,110.0,100
110.0,110.0,100.0,100
110.0,100.0,100.0,120
100.0,100.0,120.0,240
100.0,120.0,240.0,470
120.0,240.0,470.0,180
240.0,470.0,180.0,100
470.0,180.0,100.0,100
180.0,100.0,100.0,120
100.0,100.0,120.0,450
100.0,120.0,450.0,170
120.0,450.0,170.0,140
450.0,170.0,140.0,150
170.0,140.0,150.0,140
140.0,150.0,140.0,140
150.0,140.0,140.0,120
140.0,140.0,120.0,120
140.0,120.0,120.0,120
120.0,120.0,120.0,120
120.0,120.0,120.0,110
120.0,120.0,110.0,130
120.0,110.0,130.0,470
110.0,130.0,470.0,420
130.0,470.0,420.0,130
470.0,420.0,130.0,110
420.0,130.0,110.0,100
130.0,110.0,100.0,70
110.0,100.0,70.0,50
100.0,70.0,50.0,60
70.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,30
60.0,60.0,30.0,30
60.0,30.0,30.0,40
30.0,30.0,40.0,30
30.0,40.0,30.0,70
40.0,30.0,70.0,60
30.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,40
50.0,40.0,40.0,40
40.0,40.0,40.0,40
40.0,40.0,40.0,100
40.0,40.0,100.0,60
40.0,100.0,60.0,50
100.0,60.0,50.0,80
60.0,50.0,80.0,100
50.0,80.0,100.0,80
80.0,100.0,80.0,80
100.0,80.0,80.0,100
80.0,80.0,100.0,80
80.0,100.0,80.0,110
100.0,80.0,110.0,80
80.0,110.0,80.0,90
110.0,80.0,90.0,110
80.0,90.0,110.0,100
90.0,110.0,100.0,100
110.0,100.0,100.0,80
100.0,100.0,80.0,80
100.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,80
70.0,70.0,80.0,80
70.0,80.0,80.0,70
80.0,80.0,70.0,80
80.0,70.0,80.0,60
70.0,80.0,60.0,70
80.0,60.0,70.0,70
60.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,50
70.0,60.0,50.0,50
60.0,50.0,50.0,60
50.0,50.0,60.0,70
50.0,60.0,70.0,70
60.0,70.0,70.0,70
70.0,70.0,70.0,70
70.0,70.0,70.0,60
70.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,80
70.0,60.0,80.0,70
60.0,80.0,70.0,60
80.0,70.0,60.0,80
70.0,60.0,80.0,60
60.0,80.0,60.0,70
80.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,80
60.0,60.0,80.0,120
60.0,80.0,120.0,140
80.0,120.0,140.0,140
120.0,140.0,140.0,160
140.0,140.0,160.0,180
140.0,160.0,180.0,160
160.0,180.0,160.0,160
180.0,160.0,160.0,140
160.0,160.0,140.0,120
160.0,140.0,120.0,110
140.0,120.0,110.0,90
120.0,110.0,90.0,90
110.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,80
80.0,80.0,80.0,80
80.0,80.0,80.0,70
80.0,80.0,70.0,70
80.0,70.0,70.0,60
70.0,70.0,60.0,80
70.0,60.0,80.0,100
60.0,80.0,100.0,90
80.0,100.0,90.0,90
100.0,90.0,90.0,80
90.0,90.0,80.0,90
90.0,80.0,90.0,70
80.0,90.0,70.0,80
90.0,70.0,80.0,90
70.0,80.0,90.0,90
80.0,90.0,90.0,80
90.0,90.0,80.0,80
90.0,80.0,80.0,90
80.0,80.0,90.0,70
80.0,90.0,70.0,80
90.0,70.0,80.0,60
70.0,80.0,60.0,50
80.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,70
60.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,60
60.0,60.0,60.0,70
60.0,60.0,70.0,50
60.0,70.0,50.0,70
70.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,60
50.0,60.0,60.0,50
60.0,60.0,50.0,70
60.0,50.0,70.0,60
50.0,70.0,60.0,60
70.0,60.0,60.0,60
60.0,60.0,60.0,60
60.0,60.0,60.0,50
60.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,60
60.0,50.0,60.0,50
50.0,60.0,50.0,40
60.0,50.0,40.0,50
50.0,40.0,50.0,40
40.0,50.0,40.0,60
50.0,40.0,60.0,70
40.0,60.0,70.0,50
60.0,70.0,50.0,60
70.0,50.0,60.0,70
50.0,60.0,70.0,60
60.0,70.0,60.0,70
70.0,60.0,70.0,70
60.0,70.0,70.0,120
70.0,70.0,120.0,60
70.0,120.0,60.0,70
120.0,60.0,70.0,60
60.0,70.0,60.0,60
70.0,60.0,60.0,90
60.0,60.0,90.0,60
60.0,90.0,60.0,60
90.0,60.0,60.0,60
60.0,60.0,60.0,140
60.0,60.0,140.0,110
60.0,140.0,110.0,100
140.0,110.0,100.0,90
110.0,100.0,90.0,110
100.0,90.0,110.0,90
90.0,110.0,90.0,230
110.0,90.0,230.0,210
90.0,230.0,210.0,170
230.0,210.0,170.0,380
210.0,170.0,380.0,210
170.0,380.0,210.0,150
380.0,210.0,150.0,100
210.0,150.0,100.0,270
150.0,100.0,270.0,130
