t-6,t-5,t-4,t-3,t-2,t-1,t
120.0,240.0,470.0,180.0,100.0,100.0,120
240.0,470.0,180.0,100.0,100.0,120.0,450
470.0,180.0,100.0,100.0,120.0,450.0,170
180.0,100.0,100.0,120.0,450.0,170.0,140
100.0,100.0,120.0,450.0,170.0,140.0,150
100.0,120.0,450.0,170.0,140.0,150.0,140
120.0,450.0,170.0,140.0,150.0,140.0,140
450.0,170.0,140.0,150.0,140.0,140.0,120
170.0,140.0,150.0,140.0,140.0,120.0,120
140.0,150.0,140.0,140.0,120.0,120.0,120
150.0,140.0,140.0,120.0,120.0,120.0,120
140.0,140.0,120.0,120.0,120.0,120.0,110
140.0,120.0,120.0,120.0,120.0,110.0,130
120.0,120.0,120.0,120.0,110.0,130.0,470
120.0,120.0,120.0,110.0,130.0,470.0,420
120.0,120.0,110.0,130.0,470.0,420.0,130
120.0,110.0,130.0,470.0,420.0,130.0,110
110.0,130.0,470.0,420.0,130.0,110.0,100
130.0,470.0,420.0,130.0,110.0,100.0,70
470.0,420.0,130.0,110.0,100.0,70.0,50
420.0,130.0,110.0,100.0,70.0,50.0,60
130.0,110.0,100.0,70.0,50.0,60.0,50
110.0,100.0,70.0,50.0,60.0,50.0,60
100.0,70.0,50.0,60.0,50.0,60.0,50
70.0,50.0,60.0,50.0,60.0,50.0,60
50.0,60.0,50.0,60.0,50.0,60.0,60
60.0,50.0,60.0,50.0,60.0,60.0,60
50.0,60.0,50.0,60.0,60.0,60.0,30
60.0,50.0,60.0,60.0,60.0,30.0,30
50.0,60.0,60.0,60.0,30.0,30.0,40
60.0,60.0,60.0,30.0,30.0,40.0,30
60.0,60.0,30.0,30.0,40.0,30.0,70
60.0,30.0,30.0,40.0,30.0,70.0,60
30.0,30.0,40.0,30.0,70.0,60.0,70
30.0,40.0,30.0,70.0,60.0,70.0,60
40.0,30.0,70.0,60.0,70.0,60.0,70
30.0,70.0,60.0,70.0,60.0,70.0,60
70.0,60.0,70.0,60.0,70.0,60.0,60
60.0,70.0,60.0,70.0,60.0,60.0,60
70.0,60.0,70.0,60.0,60.0,60.0,60
60.0,70.0,60.0,60.0,60.0,60.0,60
70.0,60.0,60.0,60.0,60.0,60.0,60
60.0,60.0,60.0,60.0,60.0,60.0,70
60.0,60.0,60.0,60.0,60.0,70.0,60
60.0,60.0,60.0,60.0,70.0,60.0,70
60.0,60.0,60.0,70.0,60.0,70.0,60
60.0,60.0,70.0,60.0,70.0,60.0,60
60.0,70.0,60.0,70.0,60.0,60.0,60
70.0,60.0,70.0,60.0,60.0,60.0,60
60.0,70.0,60.0,60.0,60.0,60.0,60
70.0,60.0,60.0,60.0,60.0,60.0,50
60.0,60.0,60.0,60.0,60.0,50.0,70
60.0,60.0,60.0,60.0,50.0,70.0,60
60.0,60.0,60.0,50.0,70.0,60.0,60
60.0,60.0,50.0,70.0,60.0,60.0,70
60.0,50.0,70.0,60.0,60.0,70.0,60
50.0,70.0,60.0,60.0,70.0,60.0,60
70.0,60.0,60.0,70.0,60.0,60.0,50
60.0,60.0,70.0,60.0,60.0,50.0,50
60.0,70.0,60.0,60.0,50.0,50.0,60
70.0,60.0,60.0,50.0,50.0,60.0,50
60.0,60.0,50.0,50.0,60.0,50.0,60
60.0,50.0,50.0,60.0,50.0,60.0,60
50.0,50.0,60.0,50.0,60.0,60.0,60
50.0,60.0,50.0,60.0,60.0,60.0,70
60.0,50.0,60.0,60.0,60.0,70.0,60
50.0,60.0,60.0,60.0,70.0,60.0,60
60.0,60.0,60.0,70.0,60.0,60.0,50
60.0,60.0,70.0,60.0,60.0,50.0,50
60.0,70.0,60.0,60.0,50.0,50.0,60
70.0,60.0,60.0,50.0,50.0,60.0,50
60.0,60.0,50.0,50.0,60.0,50.0,60
60.0,50.0,50.0,60.0,50.0,60.0,50
50.0,50.0,60.0,50.0,60.0,50.0,40
50.0,60.0,50.0,60.0,50.0,40.0,40
60.0,50.0,60.0,50.0,40.0,40.0,40
50.0,60.0,50.0,40.0,40.0,40.0,40
60.0,50.0,40.0,40.0,40.0,40.0,100
50.0,40.0,40.0,40.0,40.0,100.0,60
40.0,40.0,40.0,40.0,100.0,60.0,50
40.0,40.0,40.0,100.0,60.0,50.0,80
40.0,40.0,100.0,60.0,50.0,80.0,100
40.0,100.0,60.0,50.0,80.0,100.0,80
100.0,60.0,50.0,80.0,100.0,80.0,80
60.0,50.0,80.0,100.0,80.0,80.0,100
50.0,80.0,100.0,80.0,80.0,100.0,80
80.0,100.0,80.0,80.0,100.0,80.0,110
100.0,80.0,80.0,100.0,80.0,110.0,80
80.0,80.0,100.0,80.0,110.0,80.0,90
80.0,100.0,80.0,110.0,80.0,90.0,110
100.0,80.0,110.0,80.0,90.0,110.0,100
80.0,110.0,80.0,90.0,110.0,100.0,100
110.0,80.0,90.0,110.0,100.0,100.0,80
80.0,90.0,110.0,100.0,100.0,80.0,80
90.0,110.0,100.0,100.0,80.0,80.0,70
110.0,100.0,100.0,80.0,80.0,70.0,70
100.0,100.0,80.0,80.0,70.0,70.0,70
100.0,80.0,80.0,70.0,70.0,70.0,60
80.0,80.0,70.0,70.0,70.0,60.0,70
80.0,70.0,70.0,70.0,60.0,70.0,70
70.0,70.0,70.0,60.0,70.0,70.0,80
70.0,70.0,60.0,70.0,70.0,80.0,80
70.0,60.0,70.0,70.0,80.0,80.0,70
60.0,70.0,70.0,80.0,80.0,70.0,80
70.0,70.0,80.0,80.0,70.0,80.0,60
70.0,80.0,80.0,70.0,80.0,60.0,70
80.0,80.0,70.0,80.0,60.0,70.0,70
80.0,70.0,80.0,60.0,70.0,70.0,60
70.0,80.0,60.0,70.0,70.0,60.0,70
80.0,60.0,70.0,70.0,60.0,70.0,60
60.0,70.0,70.0,60.0,70.0,60.0,50
70.0,70.0,60.0,70.0,60.0,50.0,50
70.0,60.0,70.0,60.0,50.0,50.0,60
60.0,70.0,60.0,50.0,50.0,60.0,70
70.0,60.0,50.0,50.0,60.0,70.0,70
60.0,50.0,50.0,60.0,70.0,70.0,70
50.0,50.0,60.0,70.0,70.0,70.0,70
50.0,60.0,70.0,70.0,70.0,70.0,60
60.0,70.0,70.0,70.0,70.0,60.0,70
70.0,70.0,70.0,70.0,60.0,70.0,60
70.0,70.0,70.0,60.0,70.0,60.0,80
70.0,70.0,60.0,70.0,60.0,80.0,70
70.0,60.0,70.0,60.0,80.0,70.0,60
60.0,70.0,60.0,80.0,70.0,60.0,80
70.0,60.0,80.0,70.0,60.0,80.0,60
60.0,80.0,70.0,60.0,80.0,60.0,70
80.0,70.0,60.0,80.0,60.0,70.0,60
70.0,60.0,80.0,60.0,70.0,60.0,70
60.0,80.0,60.0,70.0,60.0,70.0,60
80.0,60.0,70.0,60.0,70.0,60.0,60
60.0,70.0,60.0,70.0,60.0,60.0,80
70.0,60.0,70.0,60.0,60.0,80.0,120
60.0,70.0,60.0,60.0,80.0,120.0,140
70.0,60.0,60.0,80.0,120.0,140.0,140
60.0,60.0,80.0,120.0,140.0,140.0,160
60.0,80.0,120.0,140.0,140.0,160.0,180
80.0,120.0,140.0,140.0,160.0,180.0,160
120.0,140.0,140.0,160.0,180.0,160.0,160
140.0,140.0,160.0,180.0,160.0,160.0,140
140.0,160.0,180.0,160.0,160.0,140.0,120
160.0,180.0,160.0,160.0,140.0,120.0,110
180.0,160.0,160.0,140.0,120.0,110.0,90
160.0,160.0,140.0,120.0,110.0,90.0,90
160.0,140.0,120.0,110.0,90.0,90.0,80
140.0,120.0,110.0,90.0,90.0,80.0,80
120.0,110.0,90.0,90.0,80.0,80.0,80
110.0,90.0,90.0,80.0,80.0,80.0,80
90.0,90.0,80.0,80.0,80.0,80.0,70
90.0,80.0,80.0,80.0,80.0,70.0,70
80.0,80.0,80.0,80.0,70.0,70.0,60
80.0,80.0,80.0,70.0,70.0,60.0,80
80.0,80.0,70.0,70.0,60.0,80.0,100
80.0,70.0,70.0,60.0,80.0,100.0,90
70.0,70.0,60.0,80.0,100.0,90.0,90
70.0,60.0,80.0,100.0,90.0,90.0,80
60.0,80.0,100.0,90.0,90.0,80.0,90
80.0,100.0,90.0,90.0,80.0,90.0,70
100.0,90.0,90.0,80.0,90.0,70.0,80
90.0,90.0,80.0,90.0,70.0,80.0,90
90.0,80.0,90.0,70.0,80.0,90.0,90
80.0,90.0,70.0,80.0,90.0,90.0,80
90.0,70.0,80.0,90.0,90.0,80.0,80
70.0,80.0,90.0,90.0,80.0,80.0,90
80.0,90.0,90.0,80.0,80.0,90.0,70
90.0,90.0,80.0,80.0,90.0,70.0,80
90.0,80.0,80.0,90.0,70.0,80.0,60
80.0,80.0,90.0,70.0,80.0,60.0,50
80.0,90.0,70.0,80.0,60.0,50.0,60
90.0,70.0,80.0,60.0,50.0,60.0,60
70.0,80.0,60.0,50.0,60.0,60.0,60
80.0,60.0,50.0,60.0,60.0,60.0,70
60.0,50.0,60.0,60.0,60.0,70.0,60
50.0,60.0,60.0,60.0,70.0,60.0,60
60.0,60.0,60.0,70.0,60.0,60.0,50
60.0,60.0,70.0,60.0,60.0,50.0,60
60.0,70.0,60.0,60.0,50.0,60.0,50
70.0,60.0,60.0,50.0,60.0,50.0,60
60.0,60.0,50.0,60.0,50.0,60.0,60
60.0,50.0,60.0,50.0,60.0,60.0,70
50.0,60.0,50.0,60.0,60.0,70.0,60
60.0,50.0,60.0,60.0,70.0,60.0,60
50.0,60.0,60.0,70.0,60.0,60.0,70
60.0,60.0,70.0,60.0,60.0,70.0,60
60.0,70.0,60.0,60.0,70.0,60.0,60
70.0,60.0,60.0,70.0,60.0,60.0,50
60.0,60.0,70.0,60.0,60.0,50.0,60
60.0,70.0,60.0,60.0,50.0,60.0,60
70.0,60.0,60.0,50.0,60.0,60.0,60
60.0,60.0,50.0,60.0,60.0,60.0,70
60.0,50.0,60.0,60.0,60.0,70.0,50
50.0,60.0,60.0,60.0,70.0,50.0,70
60.0,60.0,60.0,70.0,50.0,70.0,60
60.0,60.0,70.0,50.0,70.0,60.0,60
60.0,70.0,50.0,70.0,60.0,60.0,50
70.0,50.0,70.0,60.0,60.0,50.0,60
50.0,70.0,60.0,60.0,50.0,60.0,60
70.0,60.0,60.0,50.0,60.0,60.0,50
60.0,60.0,50.0,60.0,60.0,50.0,70
60.0,50.0,60.0,60.0,50.0,70.0,60
50.0,60.0,60.0,50.0,70.0,60.0,60
60.0,60.0,50.0,70.0,60.0,60.0,60
60.0,50.0,70.0,60.0,60.0,60.0,60
50.0,70.0,60.0,60.0,60.0,60.0,50
70.0,60.0,60.0,60.0,60.0,50.0,60
60.0,60.0,60.0,60.0,50.0,60.0,50
60.0,60.0,60.0,50.0,60.0,50.0,60
60.0,60.0,50.0,60.0,50.0,60.0,50
60.0,50.0,60.0,50.0,60.0,50.0,40
50.0,60.0,50.0,60.0,50.0,40.0,50
60.0,50.0,60.0,50.0,40.0,50.0,40
50.0,60.0,50.0,40.0,50.0,40.0,60
60.0,50.0,40.0,50.0,40.0,60.0,70
50.0,40.0,50.0,40.0,60.0,70.0,50
40.0,50.0,40.0,60.0,70.0,50.0,60
50.0,40.0,60.0,70.0,50.0,60.0,70
40.0,60.0,70.0,50.0,60.0,70.0,60
60.0,70.0,50.0,60.0,70.0,60.0,70
70.0,50.0,60.0,70.0,60.0,70.0,70
50.0,60.0,70.0,60.0,70.0,70.0,120
60.0,70.0,60.0,70.0,70.0,120.0,60
70.0,60.0,70.0,70.0,120.0,60.0,70
60.0,70.0,70.0,120.0,60.0,70.0,60
70.0,70.0,120.0,60.0,70.0,60.0,60
70.0,120.0,60.0,70.0,60.0,60.0,90
120.0,60.0,70.0,60.0,60.0,90.0,60
60.0,70.0,60.0,60.0,90.0,60.0,60
70.0,60.0,60.0,90.0,60.0,60.0,60
60.0,60.0,90.0,60.0,60.0,60.0,140
60.0,90.0,60.0,60.0,60.0,140.0,110
90.0,60.0,60.0,60.0,140.0,110.0,100
60.0,60.0,60.0,140.0,110.0,100.0,90
60.0,60.0,140.0,110.0,100.0,90.0,110
60.0,140.0,110.0,100.0,90.0,110.0,90
140.0,110.0,100.0,90.0,110.0,90.0,230
110.0,100.0,90.0,110.0,90.0,230.0,210
100.0,90.0,110.0,90.0,230.0,210.0,170
90.0,110.0,90.0,230.0,210.0,170.0,380
110.0,90.0,230.0,210.0,170.0,380.0,210
90.0,230.0,210.0,170.0,380.0,210.0,150
230.0,210.0,170.0,380.0,210.0,150.0,100
210.0,170.0,380.0,210.0,150.0,100.0,270
170.0,380.0,210.0,150.0,100.0,270.0,130
380.0,210.0,150.0,100.0,270.0,130.0,100
210.0,150.0,100.0,270.0,130.0,100.0,130
150.0,100.0,270.0,130.0,100.0,130.0,100
100.0,270.0,130.0,100.0,130.0,100.0,100
270.0,130.0,100.0,130.0,100.0,100.0,100
130.0,100.0,130.0,100.0,100.0,100.0,70
100.0,130.0,100.0,100.0,100.0,70.0,80
130.0,100.0,100.0,100.0,70.0,80.0,80
100.0,100.0,100.0,70.0,80.0,80.0,440
100.0,100.0,70.0,80.0,80.0,440.0,430
100.0,70.0,80.0,80.0,440.0,430.0,320
70.0,80.0,80.0,440.0,430.0,320.0,300
80.0,80.0,440.0,430.0,320.0,300.0,270
80.0,440.0,430.0,320.0,300.0,270.0,290
440.0,430.0,320.0,300.0,270.0,290.0,280
430.0,320.0,300.0,270.0,290.0,280.0,250
320.0,300.0,270.0,290.0,280.0,250.0,190
300.0,270.0,290.0,280.0,250.0,190.0,100
270.0,290.0,280.0,250.0,190.0,100.0,90
290.0,280.0,250.0,190.0,100.0,90.0,80
280.0,250.0,190.0,100.0,90.0,80.0,80
250.0,190.0,100.0,90.0,80.0,80.0,400
190.0,100.0,90.0,80.0,80.0,400.0,660
100.0,90.0,80.0,80.0,400.0,660.0,310
90.0,80.0,80.0,400.0,660.0,310.0,110
80.0,80.0,400.0,660.0,310.0,110.0,110
80.0,400.0,660.0,310.0,110.0,110.0,100
400.0,660.0,310.0,110.0,110.0,100.0,100
660.0,310.0,110.0,110.0,100.0,100.0,100
310.0,110.0,110.0,100.0,100.0,100.0,100
110.0,110.0,100.0,100.0,100.0,100.0,110
110.0,100.0,100.0,100.0,100.0,110.0,140
100.0,100.0,100.0,100.0,110.0,140.0,620
100.0,100.0,100.0,110.0,140.0,620.0,580
100.0,100.0,110.0,140.0,620.0,580.0,350
100.0,110.0,140.0,620.0,580.0,350.0,100
110.0,140.0,620.0,580.0,350.0,100.0,130
140.0,620.0,580.0,350.0,100.0,130.0,240
620.0,580.0,350.0,100.0,130.0,240.0,250
580.0,350.0,100.0,130.0,240.0,250.0,330
350.0,100.0,130.0,240.0,250.0,330.0,260
100.0,130.0,240.0,250.0,330.0,260.0,120
130.0,240.0,250.0,330.0,260.0,120.0,500
240.0,250.0,330.0,260.0,120.0,500.0,110
250.0,330.0,260.0,120.0,500.0,110.0,120
330.0,260.0,120.0,500.0,110.0,120.0,120
260.0,120.0,500.0,110.0,120.0,120.0,110
120.0,500.0,110.0,120.0,120.0,110.0,110
500.0,110.0,120.0,120.0,110.0,110.0,420
110.0,120.0,120.0,110.0,110.0,420.0,330
120.0,120.0,110.0,110.0,420.0,330.0,100
120.0,110.0,110.0,420.0,330.0,100.0,100
110.0,110.0,420.0,330.0,100.0,100.0,90
110.0,420.0,330.0,100.0,100.0,90.0,80
420.0,330.0,100.0,100.0,90.0,80.0,70
330.0,100.0,100.0,90.0,80.0,70.0,80
100.0,100.0,90.0,80.0,70.0,80.0,90
100.0,90.0,80.0,70.0,80.0,90.0,90
90.0,80.0,70.0,80.0,90.0,90.0,80
80.0,70.0,80.0,90.0,90.0,80.0,80
70.0,80.0,90.0,90.0,80.0,80.0,50
80.0,90.0,90.0,80.0,80.0,50.0,60
90.0,90.0,80.0,80.0,50.0,60.0,50
90.0,80.0,80.0,50.0,60.0,50.0,50
80.0,80.0,50.0,60.0,50.0,50.0,50
80.0,50.0,60.0,50.0,50.0,50.0,40
50.0,60.0,50.0,50.0,50.0,40.0,40
60.0,50.0,50.0,50.0,40.0,40.0,40
50.0,50.0,50.0,40.0,40.0,40.0,40
50.0,50.0,40.0,40.0,40.0,40.0,50
50.0,40.0,40.0,40.0,40.0,50.0,60
40.0,40.0,40.0,40.0,50.0,60.0,50
40.0,40.0,40.0,50.0,60.0,50.0,60
40.0,40.0,50.0,60.0,50.0,60.0,50
40.0,50.0,60.0,50.0,60.0,50.0,50
50.0,60.0,50.0,60.0,50.0,50.0,70
60.0,50.0,60.0,50.0,50.0,70.0,60
50.0,60.0,50.0,50.0,70.0,60.0,70
60.0,50.0,50.0,70.0,60.0,70.0,50
50.0,50.0,70.0,60.0,70.0,50.0,70
50.0,70.0,60.0,70.0,50.0,70.0,50
70.0,60.0,70.0,50.0,70.0,50.0,60
60.0,70.0,50.0,70.0,50.0,60.0,50
70.0,50.0,70.0,50.0,60.0,50.0,50
50.0,70.0,50.0,60.0,50.0,50.0,60
70.0,50.0,60.0,50.0,50.0,60.0,60
50.0,60.0,50.0,50.0,60.0,60.0,60
60.0,50.0,50.0,60.0,60.0,60.0,60
50.0,50.0,60.0,60.0,60.0,60.0,70
50.0,60.0,60.0,60.0,60.0,70.0,60
60.0,60.0,60.0,60.0,70.0,60.0,60
60.0,60.0,60.0,70.0,60.0,60.0,40
60.0,60.0,70.0,60.0,60.0,40.0,60
60.0,70.0,60.0,60.0,40.0,60.0,50
70.0,60.0,60.0,40.0,60.0,50.0,50
60.0,60.0,40.0,60.0,50.0,50.0,70
60.0,40.0,60.0,50.0,50.0,70.0,50
40.0,60.0,50.0,50.0,70.0,50.0,70
60.0,50.0,50.0,70.0,50.0,70.0,50
50.0,50.0,70.0,50.0,70.0,50.0,70
50.0,70.0,50.0,70.0,50.0,70.0,60
70.0,50.0,70.0,50.0,70.0,60.0,80
50.0,70.0,50.0,70.0,60.0,80.0,60
70.0,50.0,70.0,60.0,80.0,60.0,50
50.0,70.0,60.0,80.0,60.0,50.0,60
70.0,60.0,80.0,60.0,50.0,60.0,50
60.0,80.0,60.0,50.0,60.0,50.0,60
80.0,60.0,50.0,60.0,50.0,60.0,40
60.0,50.0,60.0,50.0,60.0,40.0,30
50.0,60.0,50.0,60.0,40.0,30.0,40
60.0,50.0,60.0,40.0,30.0,40.0,40
50.0,60.0,40.0,30.0,40.0,40.0,60
60.0,40.0,30.0,40.0,40.0,60.0,60
40.0,30.0,40.0,40.0,60.0,60.0,70
30.0,40.0,40.0,60.0,60.0,70.0,50
40.0,40.0,60.0,60.0,70.0,50.0,70
40.0,60.0,60.0,70.0,50.0,70.0,60
60.0,60.0,70.0,50.0,70.0,60.0,60
60.0,70.0,50.0,70.0,60.0,60.0,60
70.0,50.0,70.0,60.0,60.0,60.0,60
50.0,70.0,60.0,60.0,60.0,60.0,50
70.0,60.0,60.0,60.0,60.0,50.0,70
60.0,60.0,60.0,60.0,50.0,70.0,80
60.0,60.0,60.0,50.0,70.0,80.0,80
60.0,60.0,50.0,70.0,80.0,80.0,90
60.0,50.0,70.0,80.0,80.0,90.0,100
50.0,70.0,80.0,80.0,90.0,100.0,100
70.0,80.0,80.0,90.0,100.0,100.0,100
80.0,80.0,90.0,100.0,100.0,100.0,70
80.0,90.0,100.0,100.0,100.0,70.0,80
90.0,100.0,100.0,100.0,70.0,80.0,70
100.0,100.0,100.0,70.0,80.0,70.0,80
100.0,100.0,70.0,80.0,70.0,80.0,80
100.0,70.0,80.0,70.0,80.0,80.0,80
70.0,80.0,70.0,80.0,80.0,80.0,90
80.0,70.0,80.0,80.0,80.0,90.0,80
70.0,80.0,80.0,80.0,90.0,80.0,80
80.0,80.0,80.0,90.0,80.0,80.0,60
80.0,80.0,90.0,80.0,80.0,60.0,50
80.0,90.0,80.0,80.0,60.0,50.0,60
90.0,80.0,80.0,60.0,50.0,60.0,50
80.0,80.0,60.0,50.0,60.0,50.0,70
80.0,60.0,50.0,60.0,50.0,70.0,80
60.0,50.0,60.0,50.0,70.0,80.0,90
50.0,60.0,50.0,70.0,80.0,90.0,160
60.0,50.0,70.0,80.0,90.0,160.0,90
50.0,70.0,80.0,90.0,160.0,90.0,120
70.0,80.0,90.0,160.0,90.0,120.0,80
80.0,90.0,160.0,90.0,120.0,80.0,80
90.0,160.0,90.0,120.0,80.0,80.0,90
160.0,90.0,120.0,80.0,80.0,90.0,100
90.0,120.0,80.0,80.0,90.0,100.0,110
120.0,80.0,80.0,90.0,100.0,110.0,130
80.0,80.0,90.0,100.0,110.0,130.0,120
80.0,90.0,100.0,110.0,130.0,120.0,120
90.0,100.0,110.0,130.0,120.0,120.0,100
100.0,110.0,130.0,120.0,120.0,100.0,120
110.0,130.0,120.0,120.0,100.0,120.0,110
130.0,120.0,120.0,100.0,120.0,110.0,110
120.0,120.0,100.0,120.0,110.0,110.0,110
120.0,100.0,120.0,110.0,110.0,110.0,100
100.0,120.0,110.0,110.0,110.0,100.0,110
120.0,110.0,110.0,110.0,100.0,110.0,110
110.0,110.0,110.0,100.0,110.0,110.0,110
110.0,110.0,100.0,110.0,110.0,110.0,110
110.0,100.0,110.0,110.0,110.0,110.0,110
100.0,110.0,110.0,110.0,110.0,110.0,100
110.0,110.0,110.0,110.0,110.0,100.0,110
110.0,110.0,110.0,110.0,100.0,110.0,110
110.0,110.0,110.0,100.0,110.0,110.0,90
110.0,110.0,100.0,110.0,110.0,90.0,90
110.0,100.0,110.0,110.0,90.0,90.0,70
100.0,110.0,110.0,90.0,90.0,70.0,260
110.0,110.0,90.0,90.0,70.0,260.0,390
110.0,90.0,90.0,70.0,260.0,390.0,320
90.0,90.0,70.0,260.0,390.0,320.0,100
90.0,70.0,260.0,390.0,320.0,100.0,350
70.0,260.0,390.0,320.0,100.0,350.0,480
260.0,390.0,320.0,100.0,350.0,480.0,120
390.0,320.0,100.0,350.0,480.0,120.0,100
320.0,100.0,350.0,480.0,120.0,100.0,100
100.0,350.0,480.0,120.0,100.0,100.0,120
350.0,480.0,120.0,100.0,100.0,120.0,110
480.0,120.0,100.0,100.0,120.0,110.0,110
120.0,100.0,100.0,120.0,110.0,110.0,110
100.0,100.0,120.0,110.0,110.0,110.0,110
100.0,120.0,110.0,110.0,110.0,110.0,120
120.0,110.0,110.0,110.0,110.0,120.0,130
110.0,110.0,110.0,110.0,120.0,130.0,140
110.0,110.0,110.0,120.0,130.0,140.0,130
110.0,110.0,120.0,130.0,140.0,130.0,140
110.0,120.0,130.0,140.0,130.0,140.0,140
120.0,130.0,140.0,130.0,140.0,140.0,140
130.0,140.0,130.0,140.0,140.0,140.0,130
140.0,130.0,140.0,140.0,140.0,130.0,130
130.0,140.0,140.0,140.0,130.0,130.0,120
140.0,140.0,140.0,130.0,130.0,120.0,130
140.0,140.0,130.0,130.0,120.0,130.0,100
140.0,130.0,130.0,120.0,130.0,100.0,90
130.0,130.0,120.0,130.0,100.0,90.0,100
130.0,120.0,130.0,100.0,90.0,100.0,90
120.0,130.0,100.0,90.0,100.0,90.0,80
130.0,100.0,90.0,100.0,90.0,80.0,80
100.0,90.0,100.0,90.0,80.0,80.0,90
90.0,100.0,90.0,80.0,80.0,90.0,60
100.0,90.0,80.0,80.0,90.0,60.0,60
90.0,80.0,80.0,90.0,60.0,60.0,50
80.0,80.0,90.0,60.0,60.0,50.0,60
80.0,90.0,60.0,60.0,50.0,60.0,50
90.0,60.0,60.0,50.0,60.0,50.0,60
60.0,60.0,50.0,60.0,50.0,60.0,80
60.0,50.0,60.0,50.0,60.0,80.0,70
50.0,60.0,50.0,60.0,80.0,70.0,70
60.0,50.0,60.0,80.0,70.0,70.0,70
50.0,60.0,80.0,70.0,70.0,70.0,70
60.0,80.0,70.0,70.0,70.0,70.0,60
80.0,70.0,70.0,70.0,70.0,60.0,70
70.0,70.0,70.0,70.0,60.0,70.0,60
70.0,70.0,70.0,60.0,70.0,60.0,70
70.0,70.0,60.0,70.0,60.0,70.0,70
70.0,60.0,70.0,60.0,70.0,70.0,60
60.0,70.0,60.0,70.0,70.0,60.0,60
70.0,60.0,70.0,70.0,60.0,60.0,60
60.0,70.0,70.0,60.0,60.0,60.0,60
70.0,70.0,60.0,60.0,60.0,60.0,50
70.0,60.0,60.0,60.0,60.0,50.0,60
60.0,60.0,60.0,60.0,50.0,60.0,50
60.0,60.0,60.0,50.0,60.0,50.0,60
60.0,60.0,50.0,60.0,50.0,60.0,70
60.0,50.0,60.0,50.0,60.0,70.0,60
50.0,60.0,50.0,60.0,70.0,60.0,70
60.0,50.0,60.0,70.0,60.0,70.0,50
50.0,60.0,70.0,60.0,70.0,50.0,60
60.0,70.0,60.0,70.0,50.0,60.0,50
70.0,60.0,70.0,50.0,60.0,50.0,60
60.0,70.0,50.0,60.0,50.0,60.0,50
70.0,50.0,60.0,50.0,60.0,50.0,70
50.0,60.0,50.0,60.0,50.0,70.0,50
60.0,50.0,60.0,50.0,70.0,50.0,70
50.0,60.0,50.0,70.0,50.0,70.0,60
60.0,50.0,70.0,50.0,70.0,60.0,60
50.0,70.0,50.0,70.0,60.0,60.0,60
70.0,50.0,70.0,60.0,60.0,60.0,50
50.0,70.0,60.0,60.0,60.0,50.0,60
70.0,60.0,60.0,60.0,50.0,60.0,50
60.0,60.0,60.0,50.0,60.0,50.0,60
60.0,60.0,50.0,60.0,50.0,60.0,80
60.0,50.0,60.0,50.0,60.0,80.0,40
50.0,60.0,50.0,60.0,80.0,40.0,40
60.0,50.0,60.0,80.0,40.0,40.0,50
50.0,60.0,80.0,40.0,40.0,50.0,50
60.0,80.0,40.0,40.0,50.0,50.0,50
80.0,40.0,40.0,50.0,50.0,50.0,60
40.0,40.0,50.0,50.0,50.0,60.0,60
40.0,50.0,50.0,50.0,60.0,60.0,60
50.0,50.0,50.0,60.0,60.0,60.0,70
50.0,50.0,60.0,60.0,60.0,70.0,70
50.0,60.0,60.0,60.0,70.0,70.0,70
60.0,60.0,60.0,70.0,70.0,70.0,50
60.0,60.0,70.0,70.0,70.0,50.0,60
60.0,70.0,70.0,70.0,50.0,60.0,50
70.0,70.0,70.0,50.0,60.0,50.0,60
70.0,70.0,50.0,60.0,50.0,60.0,60
70.0,50.0,60.0,50.0,60.0,60.0,50
50.0,60.0,50.0,60.0,60.0,50.0,110
60.0,50.0,60.0,60.0,50.0,110.0,70
50.0,60.0,60.0,50.0,110.0,70.0,80
60.0,60.0,50.0,110.0,70.0,80.0,90
60.0,50.0,110.0,70.0,80.0,90.0,100
50.0,110.0,70.0,80.0,90.0,100.0,80
110.0,70.0,80.0,90.0,100.0,80.0,80
70.0,80.0,90.0,100.0,80.0,80.0,80
80.0,90.0,100.0,80.0,80.0,80.0,50
90.0,100.0,80.0,80.0,80.0,50.0,90
100.0,80.0,80.0,80.0,50.0,90.0,120
80.0,80.0,80.0,50.0,90.0,120.0,90
80.0,80.0,50.0,90.0,120.0,90.0,110
80.0,50.0,90.0,120.0,90.0,110.0,70
50.0,90.0,120.0,90.0,110.0,70.0,110
90.0,120.0,90.0,110.0,70.0,110.0,110
120.0,90.0,110.0,70.0,110.0,110.0,100
90.0,110.0,70.0,110.0,110.0,100.0,90
110.0,70.0,110.0,110.0,100.0,90.0,100
70.0,110.0,110.0,100.0,90.0,100.0,100
110.0,110.0,100.0,90.0,100.0,100.0,110
110.0,100.0,90.0,100.0,100.0,110.0,100
100.0,90.0,100.0,100.0,110.0,100.0,100
90.0,100.0,100.0,110.0,100.0,100.0,170
100.0,100.0,110.0,100.0,100.0,170.0,90
100.0,110.0,100.0,100.0,170.0,90.0,70
110.0,100.0,100.0,170.0,90.0,70.0,80
100.0,100.0,170.0,90.0,70.0,80.0,110
100.0,170.0,90.0,70.0,80.0,110.0,110
170.0,90.0,70.0,80.0,110.0,110.0,110
90.0,70.0,80.0,110.0,110.0,110.0,100
